ID,Dollars,Area,Region
5470,374.03,Urban,7
5471,271.42,Urban,7
5472,207.54,Urban,7
5473,154.48,Urban,7
5474,561.71,Urban,7
5475,589.25,Urban,7
5476,620.37,Urban,7
5477,320.09,Urban,7
5478,257.48,Urban,7
5479,341.27,Urban,7
5480,220.48,Urban,7
5481,199.69,Urban,7
5482,806.75,Urban,7
5483,293.34,Urban,7
5484,437.24,Urban,7
5485,1429.26,Urban,7
5486,633.09,Urban,7
5487,277.25,Urban,7
5488,397.28,Urban,7
5489,278.43,Urban,7
5490,355.44,Urban,7
5491,273.36,Urban,7
5492,330.91,Urban,7
5493,430.53,Urban,7
5494,392.7,Urban,7
5495,644.05,Urban,7
5496,896.47,Urban,7
5497,398.61,Urban,7
5498,342.06,Urban,7
5499,230.57,Urban,7
5500,537.54,Urban,7
5501,393.47,Urban,7
5502,486.76,Urban,7
5503,378.85,Urban,7
5504,417.5,Urban,7
5505,616.63,Urban,7
5506,177.07,Urban,7
5507,281.44,Urban,7
5508,157.75,Urban,7
5509,292.35,Urban,7
5510,288.9,Urban,7
5511,190.62,Urban,7
5512,399.9,Urban,7
5513,599.44,Urban,7
5514,1058.24,Urban,7
5515,352.11,Urban,7
5516,210.19,Urban,7
5517,292.59,Urban,7
5518,351.89,Urban,7
5519,278.73,Urban,7
5520,694.68,Urban,7
5521,326.43,Urban,7
5522,691.08,Urban,7
5523,680.12,Urban,7
5524,614.64,Urban,7
5525,834.75,Urban,7
5526,342.58,Urban,7
5527,631.37,Urban,7
5528,625.91,Urban,7
5529,447.33,Urban,7
5530,381.9,Urban,7
5531,361.36,Urban,7
5532,230.78,Urban,7
5533,453.38,Urban,7
5534,315.02,Urban,7
5535,295.81,Urban,7
5536,322.26,Urban,7
5537,507.41,Urban,7
5538,321.83,Urban,7
5539,254.72,Urban,7
5540,404.16,Urban,7
5541,475.78,Urban,7
5542,184,Urban,7
5543,882.51,Urban,7
5544,207.86,Urban,7
5545,294.95,Urban,7
5546,385.83,Urban,7
5547,390.79,Urban,7
5548,701.7,Urban,7
5549,253.36,Urban,7
5550,661.11,Urban,7
5551,404.95,Urban,7
5552,629.85,Urban,7
5553,431.64,Urban,7
5554,761.96,Urban,7
5555,165,Urban,7
5556,247.84,Urban,7
5557,546.29,Urban,7
5558,871.46,Urban,7
5559,220.6,Urban,7
5560,738.75,Urban,7
5561,793.51,Urban,7
5562,254.47,Urban,7
5563,351.06,Urban,7
5564,328.53,Urban,7
5565,212.2,Urban,7
5566,161.21,Urban,7
5567,566.33,Urban,7
5568,1186.1,Urban,7
5569,684.46,Urban,7
5570,470.26,Urban,7
5571,243.73,Urban,7
5572,472.31,Urban,7
5573,164.65,Urban,7
5574,536.19,Urban,7
5575,418.23,Urban,7
5576,189.71,Urban,7
5577,472.1,Urban,7
5578,497.6,Urban,7
5579,290.29,Urban,7
5580,344.02,Urban,7
5581,628.92,Urban,7
5582,354.14,Urban,7
5583,635.23,Urban,7
5584,98.82,Urban,7
5585,178.16,Urban,7
5586,468.43,Urban,7
5587,443.02,Urban,7
5588,666.09,Urban,7
5589,544.46,Urban,7
5590,414.3,Urban,7
5591,191.11,Urban,7
5592,751.56,Urban,7
5593,263.83,Urban,7
5594,3053.45,Urban,7
5595,180.31,Urban,7
5596,411.07,Urban,7
5597,556.06,Urban,7
5598,280.83,Urban,7
5599,430.17,Urban,7
5600,236.39,Urban,7
5601,415.97,Urban,7
5602,232.88,Urban,7
5603,392.77,Urban,7
5604,119.41,Urban,7
5605,326.67,Urban,7
5606,438.62,Urban,7
5607,518.45,Urban,7
5608,591.57,Urban,7
5609,678.21,Urban,7
5610,319.98,Urban,7
5611,1175.46,Urban,7
5612,634.71,Urban,7
5613,322.45,Urban,7
5614,618.56,Urban,7
5615,311.99,Urban,7
5616,807.52,Urban,7
5617,257.82,Urban,7
5618,539.05,Urban,7
5619,508.17,Urban,7
5620,768.21,Urban,7
5621,290.02,Urban,7
5622,343.42,Urban,7
5623,536.35,Urban,7
5624,443.29,Urban,7
5625,427.74,Urban,7
5626,213.89,Urban,7
5627,544.26,Urban,7
5628,101.01,Urban,7
5629,512.97,Urban,7
5630,143.68,Urban,7
5631,445,Urban,7
5632,207.17,Urban,7
5633,464.44,Urban,7
5634,481.29,Urban,7
5635,515.08,Urban,7
5636,388.95,Urban,7
5637,587.5,Urban,7
5638,383.66,Urban,7
5639,385.16,Urban,7
5640,760.29,Urban,7
5641,867.89,Urban,7
5642,374.04,Urban,7
5643,884.83,Urban,7
5644,433.4,Urban,7
5645,420.76,Urban,7
5646,296.86,Urban,7
5647,675.9,Urban,7
5648,717.66,Urban,7
5649,208.06,Urban,7
5650,588.32,Urban,7
5651,172.83,Urban,7
5652,976.94,Urban,7
5653,300.75,Urban,7
5654,437.96,Urban,7
5655,1022.63,Urban,7
5656,279.03,Urban,7
5657,631.26,Urban,7
5658,395.09,Urban,7
5659,405.68,Urban,7
5660,483.18,Urban,7
5661,471.11,Urban,7
5662,395.32,Urban,7
5663,449.52,Urban,7
5664,160.22,Urban,7
5665,635.9,Urban,7
5666,215.91,Urban,7
5667,540.88,Urban,7
5668,377.46,Urban,7
5669,511.25,Urban,7
5670,553.21,Urban,7
5671,152.56,Urban,7
5672,569.69,Urban,7
5673,644.01,Urban,7
5674,634.53,Urban,7
5675,384.96,Urban,7
5676,329.49,Urban,7
5677,2071.1,Urban,7
5678,350.14,Urban,7
5679,536.7,Urban,7
5680,165.4,Urban,7
5681,997.49,Urban,7
5682,441.4,Urban,7
5683,340.57,Urban,7
5684,873.83,Urban,7
5685,1027.99,Urban,7
5686,202.14,Urban,7
5687,1576.95,Urban,7
5688,692.47,Urban,7
5689,560.78,Urban,7
5690,364.38,Urban,7
5691,790.35,Urban,7
5692,815.44,Urban,7
5693,333.36,Urban,7
5694,73.65,Urban,7
5695,269.32,Urban,7
5696,622.2,Urban,7
5697,116.17,Urban,7
5698,389.03,Urban,7
5699,288.68,Urban,7
5700,375.14,Urban,7
5701,254.76,Urban,7
5702,233.13,Urban,7
5703,351.95,Urban,7
5704,289.04,Urban,7
5705,216.48,Urban,7
5706,711.03,Urban,7
5707,608.51,Urban,7
5708,762.7,Urban,7
5709,125.36,Urban,7
5710,625.51,Urban,7
5711,955.97,Urban,7
5712,445.49,Urban,7
5713,149.52,Urban,7
5714,205.28,Urban,7
5715,348.28,Urban,7
5716,450.27,Urban,7
5717,350.59,Urban,7
5718,90.91,Urban,3
5719,60.57,Urban,3
5720,699.27,Urban,3
5721,246.41,Urban,3
5722,190.46,Urban,3
5723,475.61,Urban,3
5724,597.01,Urban,3
5725,89.32,Urban,3
5726,457.43,Urban,3
5727,98.13,Urban,3
5728,137.34,Urban,3
5729,371.71,Urban,3
5730,225.9,Urban,3
5731,365.1,Urban,3
5732,309.99,Urban,3
5733,103.17,Urban,3
5734,326.19,Urban,3
5735,189.45,Urban,3
5736,100.76,Urban,3
5737,153.08,Urban,3
5738,297.21,Urban,3
5739,439.75,Urban,3
5740,222.89,Urban,3
5741,237.18,Urban,3
5742,712.6,Urban,3
5743,70.52,Urban,3
5744,151.34,Urban,3
5745,300.63,Urban,3
5746,240,Urban,3
5747,143.67,Urban,3
5748,284.4,Urban,3
5749,233.99,Urban,3
5750,456.32,Urban,3
5751,553.79,Urban,3
5752,133.3,Urban,3
5753,225.64,Urban,3
5754,268.47,Urban,3
5755,318.87,Urban,3
5756,502.04,Urban,3
5757,350.55,Urban,3
5758,310.55,Urban,3
5759,460.31,Urban,3
5760,76.42,Urban,3
5761,236.13,Urban,3
5762,349.86,Urban,3
5763,95.16,Urban,3
5764,597.02,Urban,3
5765,307.89,Urban,3
5766,682.46,Urban,3
5767,300.07,Urban,3
5768,199.82,Urban,3
5769,286.27,Urban,3
5770,360.4,Urban,3
5771,148,Urban,3
5772,528.7,Urban,3
5773,408.32,Urban,3
5774,980.92,Urban,3
5775,203.47,Urban,3
5776,117.64,Urban,3
5777,355.34,Urban,3
5778,346.13,Urban,3
5779,251.61,Urban,3
5780,160.79,Urban,3
5781,228.86,Urban,3
5782,211.24,Urban,3
5783,462.52,Urban,3
5784,371.84,Urban,3
5785,146.49,Urban,3
5786,169.64,Urban,3
5787,254.23,Urban,3
5788,172.26,Urban,3
5789,192.45,Urban,3
5790,85.11,Urban,3
5791,92.35,Urban,3
5792,690.36,Urban,3
5793,255.28,Urban,3
5794,461.45,Urban,3
5795,323.33,Urban,3
5796,179.31,Urban,3
5797,138.24,Urban,3
5798,559.53,Urban,3
5799,171.27,Urban,3
5800,249.4,Urban,3
5801,83.26,Urban,3
5802,1754.48,Urban,3
5803,181.02,Urban,3
5804,278.25,Urban,3
5805,806.41,Urban,3
5806,517.66,Urban,3
5807,198.84,Urban,3
5808,273.96,Urban,3
5809,580.44,Urban,3
5810,70.97,Urban,3
5811,337.39,Urban,3
5812,278.36,Urban,3
5813,197.08,Urban,3
5814,333.01,Urban,3
5815,415.57,Urban,3
5816,136.55,Urban,3
5817,383.03,Urban,3
5818,544.8,Urban,3
5819,329.17,Urban,3
5820,892.9,Urban,3
5821,116.02,Urban,3
5822,155.15,Urban,3
5823,135.4,Urban,3
5824,742.99,Urban,3
5825,408.62,Urban,3
5826,252.61,Urban,3
5827,182.15,Urban,3
5828,426.35,Urban,3
5829,157.94,Urban,3
5830,1229.81,Urban,3
5831,98.7,Urban,3
5832,219.03,Urban,3
5833,279.11,Urban,3
5834,777.29,Urban,3
5835,131.07,Urban,3
5836,392.82,Urban,3
5837,163.2,Urban,3
5838,148,Urban,3
5839,201.95,Urban,3
5840,329.62,Urban,3
5841,166.52,Urban,3
5842,143.5,Urban,3
5843,120.04,Urban,3
5844,449.96,Urban,3
5845,457.73,Urban,3
5846,134.65,Urban,3
5847,371.12,Urban,3
5848,204.53,Urban,3
5849,428.03,Urban,3
5850,240.62,Urban,3
5851,178.34,Urban,3
5852,173.01,Urban,3
5853,233.41,Urban,3
5854,430.6,Urban,3
5855,663.95,Urban,3
5856,473.67,Urban,3
5857,444.17,Urban,3
5858,444.45,Urban,3
5859,309.54,Urban,3
5860,170.3,Urban,3
5861,156.01,Urban,3
5862,702.84,Urban,3
5863,168.61,Urban,3
5864,251.65,Urban,3
5865,168.04,Urban,3
5866,250.81,Urban,3
5867,167.1,Urban,3
5868,140.73,Urban,3
5869,380.85,Urban,3
5870,692.83,Urban,3
5871,304.63,Urban,3
5872,331.92,Urban,3
5873,460.31,Urban,3
5874,66.14,Urban,3
5875,355.22,Urban,3
5876,151.48,Urban,3
5877,272.15,Urban,3
5878,102.2,Urban,3
5879,133.64,Urban,3
5880,289.98,Urban,3
5881,285.25,Urban,3
5882,181.44,Urban,3
5883,1332,Urban,3
5884,286.61,Urban,3
5885,568.52,Urban,3
5886,131.39,Urban,3
5887,267.38,Urban,3
5888,203.98,Urban,3
5889,155.62,Urban,3
5890,202.57,Urban,3
5891,110.07,Urban,3
5892,246.52,Urban,3
5893,172.47,Urban,3
5894,241.12,Urban,3
5895,317.24,Urban,3
5896,719.5,Urban,3
5897,172.09,Urban,3
5898,214.98,Urban,3
5899,307.25,Urban,3
5900,333.51,Urban,3
5901,593.26,Urban,3
5902,994.95,Urban,3
5903,240.04,Urban,3
5904,613.47,Urban,3
5905,596.03,Urban,3
5906,427.47,Urban,3
5907,289.56,Urban,3
5908,102.23,Urban,3
5909,261.54,Urban,3
5910,265.73,Urban,3
5911,269.61,Urban,3
5912,176.1,Urban,3
5913,507.63,Urban,3
5914,296.64,Urban,3
5915,240.41,Urban,3
5916,193.59,Urban,3
5917,91.86,Urban,3
5918,92.93,Urban,3
5919,162.19,Urban,3
5920,146.35,Urban,3
5921,240.69,Urban,3
5922,136.44,Urban,3
5923,373.81,Urban,3
5924,263.43,Urban,3
5925,153.55,Urban,3
5926,267.4,Urban,3
5927,195.63,Urban,3
5928,296.63,Urban,3
5929,85.56,Urban,3
5930,310.65,Urban,3
5931,167.41,Urban,3
5932,187.66,Urban,3
5933,193.83,Urban,3
5934,264.46,Urban,3
5935,102.47,Urban,3
5936,229.06,Urban,3
5937,615.22,Urban,3
5938,334.69,Urban,3
5939,203.86,Urban,3
5940,368.31,Urban,3
5941,236.87,Urban,3
5942,326.19,Urban,3
5943,370.37,Urban,3
5944,205.81,Urban,3
5945,304.38,Urban,3
5946,183.57,Urban,3
5947,509.14,Urban,3
5948,295.57,Urban,3
5949,327.63,Urban,3
5950,71.1,Urban,3
5951,228.97,Urban,3
5952,174.11,Urban,3
5953,192.48,Urban,3
5954,230.78,Urban,3
5955,382.35,Urban,3
5956,198.06,Urban,3
5957,463.88,Urban,3
5958,303.32,Urban,3
5959,227.19,Urban,3
5960,116.34,Urban,3
5961,278.36,Urban,3
5962,689.53,Urban,3
5963,292.77,Urban,3
5964,269.2,Urban,3
5965,214.98,Urban,3
5966,319.28,Urban,3
5967,258.25,Urban,3
5968,676.66,Urban,3
5969,159.89,Urban,3
5970,142.71,Urban,3
5971,254.15,Urban,3
5972,841.36,Urban,3
5973,152.43,Urban,3
5974,556.05,Urban,3
5975,153.2,Urban,3
5976,583.01,Urban,3
5977,1065.06,Urban,3
5978,340.74,Urban,3
5979,98.82,Urban,3
5980,294.71,Urban,3
5981,227.92,Urban,3
5982,168.27,Urban,3
5983,238.61,Urban,3
5984,271.22,Urban,3
5985,323.05,Urban,3
5986,114.24,Urban,3
5987,130.01,Urban,3
5988,196.75,Urban,3
5989,374.37,Urban,3
5990,429.27,Urban,3
5991,133.69,Urban,3
5992,127.44,Urban,3
5993,144.03,Urban,3
5994,320.83,Urban,3
5995,351.78,Urban,3
5996,119.21,Urban,3
5997,298.8,Urban,3
5998,303.77,Urban,3
5999,652.42,Urban,3
